case_name,state,date_filed,issue,status,link
"Langenhorst v. Pecore, No. 1:20-cv-01701 (E.D. Wis.)",Wisconsin,11/12/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=375
"Arizona Republican Party v. Fontes, No. CV2020-014553 (Ariz. Super. Ct., Maricopa Cnty.)",Arizona,11/12/2020,11/13/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=376
"Ziccarelli v. Allegheny County Board of Elections, No. GD-20-11654",Pennsylvania,11/12/2020,"Lin Wood v. Raffensperger, No. 20-14418 (11th Cir.)",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=378
"Aguilera v. Fontes, No. CV2020-014562 (Ariz. Super. Ct., Maricopa Cnty.)",Arizona,11/12/2020,"Plaintiffs, Wisconsin voters, stated that Wisconsin had many absentee ballots this year, and such ballots were purportedly conclusively linked to fraud. Plaintiffs further alleged that three deceased individuals voted and that voters who had received absentee ballots voted in person, after election officials tore up their unvetted absentee ballots. Plaintiffs claimed that these alleged practices violate plaintiffs' fundamental right to vote by diluting their votes, and sought to exclude the presidential vote count from these counties from the state's overall total.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=413
"Donald J. Trump for President Inc. v. Benson, No. 1:20-cv-01083 (W.D. Mich.)",Michigan,11/11/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=371
"Brooks v. Mahoney, No. 4:20-cv-00281-RSB-CLR (S.D. Ga.)",Georgia,11/11/2020,11/12/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=373
"Bally v. Whitmer, No. 1:20-cv-1088 (W.D. Mich)",Michigan,11/11/2020,"Arizona law requires a hand-count of a random sampling of ballots as a quality control measure once a preliminary election result has been made public. Plaintiffs, the Republican party, contended that, according to state law, a sampling from 2% of precincts is required. Defendant, the Maricopa County Recorder, followed the Secretary of State manual which would instead sample 2% of vote centers. Plaintiffs sought a hand count by ""precincts"" as opposed to ""polling places.""",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=374
"Pirkle v. Wolf, No. 4:20-cv-02088-MWB (M.D. Penn.)",Pennsylvania,11/10/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=372
"In re: Canvass of Absentee and Mail-In Ballots of November 3, 2020 General Election, No. 20110894 (Penn. Ct. Common Pleas, Philadelphia Cnty.)",Pennsylvania,11/10/2020,11/12/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=379
"In re: Canvass of Absentee and Mail-In Ballots of November 3, 2020 General Election, No. 20110895 (Penn. Ct. Common Pleas, Philadelphia Cnty.)",Pennsylvania,11/10/2020,"Plaintiff, a candidate for Pennsylvania state senate, appeals the decision of the Allegheny County Board of Elections to accept 2,349 mail-in ballots containing an undated voter verification.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=380
"In re: Canvass of Absentee and Mail-In Ballots of November 3, 2020 General Election, No. 20110896 (Penn. Ct. Common Pleas, Philadelphia Cnty.)",Pennsylvania,11/10/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=381
"In re: Canvass of Absentee and Mail-In Ballots of November 3, 2020 General Election, No. 20110897 (Penn. Ct. Common Pleas, Philadelphia Cnty.)",Pennsylvania,11/10/2020,11/12/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=382
"In re: Canvass of Absentee and Mail-In Ballots of November 3, 2020 General Election, No. 20110898 (Penn. Ct. Common Pleas, Philadelphia Cnty.)",Pennsylvania,11/10/2020,"Ziccarelli v. Allegheny County Board of Elections, No. 1162 CD 2020 (Penn. Commonw. Ct.)",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=383
"Costantino v. Detroit, No. 20-014780-AW",Michigan,11/09/2020,"Plaintiffs, two Arizona voters, allege that the electronic system did not count one of their votes, and that the other's ballot was rejected by the tabulator and subject to off-site human adjudication. Plaintiffs seek the ability to cast a ballot that will be counted and an opening of the offsite adjudication process to the public.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=367
"Donald J. Trump for President, Inc. v. Boockvar, No. 4:20-cv-02078 (M.D. Pa.)",Pennsylvania,11/09/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=368
"Donald J. Trump for President Inc. v. Bucks County Bd. of Elections, No. 20-05786-35 (Penn. Ct. Common Pleas, Bucks Cnty.)",Pennsylvania,11/09/2020,11/12/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=369
"Donald J. Trump for President Inc. v. Hobbs, No. CV2020-014248",Arizona,11/07/2020,"Plaintiff, the Trump campaign, alleged that Wayne County and the Secretary of State violated the Michigan Election Code by purportedly not permitting challengers to observe the conduct of the election and the processing of ballots and pre-dating ballots that were not eligible to be counted.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=366
"In re: Canvassing Observation, No. 30 EAP 2020 (Penn. Sup. Ct.)",Pennsylvania,11/05/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=346
"Donald J. Trump for President, Inc. v. Philadelphia County Board of Elections, No. 2:20-cv-05533-PD (E.D. Pa.)",Pennsylvania,11/05/2020,11/11/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=350
"Donald J. Trump for President Inc. v. Montgomery County Bd. of Elections (In re Canvass of Absentee and Mail-In Ballots of Nov. 3, 2020 Gen. Election), No. 2020-18680 (Penn. Ct. Common Pleas)",Pennsylvania,11/05/2020,"Plaintiffs, Georgia voters, filed suit against defendants, members of County Boards of Elections, the Secretary of State, and the Governor. Plaintiffs alleged that during the election voters were recorded as having voted absentee even though they voted in person and did not register absentee, that voter registration exceeded 100%, and that non-citizens voted. Plaintiffs sought to exclude counties with any irregularities from the state's overall vote total, on the grounds that such counties' inclusion dilutes plaintiffs' votes.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=348
"Stokke v. Cegavske, No. 2:20-cv-02046 (D. Nev.)",Nevada,11/05/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=352
"Donald J. Trump for President v. Benson, No. 20-000225-MZ (Mich. Ct. Claims)",Michigan,11/04/2020,11/11/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=338
"Donald J. Trump for President, Inc. v. Kathy Boockvar, et al., No. 602 MD 2020 (Pa. Comm. Ct.)",Pennsylvania,11/04/2020,"Plaintiffs, registered voters, filed suit against the Secretary of State and Boards of Canvassers. Plaintiffs alleged that a certified poll watcher was excluded from canvassing and cites the complaints from Costantino and Trump v. Benson with claims of anomalous election practices, such as officials counting ineligible ballots and deceased individuals casting votes. Plaintiffs further cited websites to allege that programming errors, multiple ballot mailing, and voter registration exceeding 100% violate plaintiff's fundamental right to vote by diluting their votes. The plaintiffs sought to exclude the presidential vote count from these counties in the state's overall total.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=344
"In re Enforcement of Election Laws and Securing Ballots Cast or Received After 7:00 P.M. on November 3, 2020, No. SPCV20-00982 (Ga. Super. Civil)",Georgia,11/04/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=345
"In re: Canvassing Observation, No. 1094 CD 2020 (Penn. Commonw. Ct.)",Pennsylvania,11/04/2020,11/11/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=346
"In re: Canvassing Observation, No. 1094 CD 2020 (Penn. Commonw. Ct.)",Pennsylvania,11/04/2020,The Trump campaign appealed the court of claims ruling that Philadelphia county was complying with poll observer requirements.,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=346
"Aguilera v. Fontes, No. CV2020-014083 (Ariz. Super. Ct., Maricopa Cnty.)",Arizona,11/04/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=351
"Stoddard v. City Election Commission, No. 20-014604-CZ",Michigan,11/04/2020,11/05/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=353
"Pierson v. Stepien, No. 1:20-cv-09266 (S.D.N.Y.)",New York,11/04/2020,"In re: Canvassing Observation, No. 7003 (Penn. Ct. Common Pleas, Philadelphia Cnty.)",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=365
"Tenney v. Oswego County Board of Elections, No.  EFC-2020-1376 (N.Y. Supr. Ct.)",New York,11/04/2020,"Petitioner, Maricopa County voter, voted in person on Election Day, November 3, 2020 and claimed that Maricopa County failed to properly process and count her vote because of the sharpie she was provided at the polling location. Her claims arose out of the state constitution's Art II Sections 13, 21 - Arizona's “equal privileges” clause, and failure to ensure maximum correctness, impartiality, and uniformity of election procedures under A.R.S. sections 16-449(B), 16-452(A). Plaintiff requested that all ballots filled with sharpie be allowed to be cured.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=421
"Barnette v. Lawrence, No. 2:20-cv-05477-PBT (E.D. Pa.)",Pennsylvania,11/03/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=322
"Donald J. Trump for President v. Gloria, No. A-20-824153-C (Nev. Dist. Ct.)",Nevada,11/03/2020,11/04/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=323
"Hamm v. Boockvar, No. 600 MD 2020 (Pa. Comm. Ct.)",Pennsylvania,11/03/2020,"Plaintiffs, a Michigan poll observer and a nonprofit organization, alleged that absentee vote count centers in Detroit did not have one inspector from each political party present, in violation of state law. Plaintiffs sought to halt the counting of absentee ballots until observers from both parties are present.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=324
"Kraus v. Cegavske, No. 82018 (Nev. Sup. Ct.)",Nevada,11/03/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=321
"In re: Canvassing Observation, No. 7003 (Penn. Ct. Common Pleas, Philadelphia Cnty.)",Pennsylvania,11/03/2020,11/04/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=346
"In re: Motion for Injunctive Relief of Northampton County Republican Committee, No.: C-48-CV-2020-6915",Pennsylvania,11/03/2020,"Plaintiff, a Wisconsin voter, sought relief from the court with respect to the Trump campaign's intended Wisconsin recount. The plaintiff alleged that Wisconsin's ""pay-to-play"" recount law violates her equal protection rights and that the Trump campaign's recount fundraising efforts violate federal statutes.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=354
"In re: Pre-Canvass of Absentee and Mail-In Ballots of November 3, 2020 General Election, No. 2020-05627 (Penn. Ct. Common Pleas, Bucks Cnty.)",Pennsylvania,11/03/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=355
"Polasek-Savage v. Benson, No. 20-000217-MM (Mich. Ct. Claims)",Michigan,11/02/2020,11/04/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=325
"Hotze v. Hollins, No. 20-20574 (5th Cir.)",Texas,11/02/2020,"Petitioner, the Republican candidate for a Congressional district, seeks to sequester and secure the ballots cast, a mandated review of the Board of Election's ballot verification procedures, and to be certified the winner.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=349
"Genetski v. Benson, 20-000216-MM (Mich. Ct. Cl.)",Michigan,11/02/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=449
"Minnesota Voters Alliance v. Walz, No. 20A81 (S. Ct.)",Minnesota,10/30/2020,11/04/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=154
"Wisconsin Voters Alliance v. Racine, No. 20A75 (S. Ct)",Wisconsin,10/29/2020,"Plaintiff, a Republican congressional candidate, sought injunctive relief from Montgomery County, PA. He alleged the County illegally pre-canvassed mail-in ballots and contacted some voters whose mail ballots had defects (such as a missing signature) to give them a chance to correct the problem. Plaintiff, whose district includes Montgomery County, argued that since not all Pennsylvania counties were doing this, under the Supreme Court’s Bush v. Gore decision, it was a federal equal protection violation for some voters to be notified about curing their ballots and others not. He asked the court to order the Montgomery County election officials to stop the practice of reaching out to voters and not count the ballots that have been cured. Plaintiff also alleged that the County is restricting the ability of ""Canvass Watchers"" to monitor the process.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=276
"Bognet v. Boockvar, No. 20-3214 (3rd Cir.)",Pennsylvania,10/29/2020,,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=316
"Donald J. Trump for President v. Simon, No. A20-1362 (Minn. Sup. Ct.)",Minnesota,10/28/2020,11/03/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=337
"Hotze v. Hollins, No. 4:20-cv-03709 (S.D. Tex.)",Texas,10/28/2020,"Plaintiffs, Donald J. Trump for President and Nevada Republican Party, sought injunctive relief from Clark County to keep open poll locations affected by voting machine malfunctions until 8:00p.m.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=349
